name	chrom	pos
P000170	1	45208785
P000171	1	45209160
P000172	1	45396919
P000173	1	45677263
P000174	1	45908263
P000175	1	45958085
P000176	1	46289309
P000177	1	46595683
P000178	1	47155219
P000179	1	47265273
P000180	1	47385583
P000181	1	47491592
P000182	1	47884582
P000183	1	47957817
P000184	1	48048106
P000185	1	48057451
P000186	1	48232503
P000187	1	48643336
P000188	1	48833552
P000189	1	48885195
P000190	1	49171141
P000191	1	49380258
P000192	1	49599560
P000193	1	50120737
P000194	1	50699438
P000195	1	50765340
P000196	1	50802855
P000197	1	50986237
P000198	1	51087465
P000199	1	51539280
P000200	1	51930975
P000201	1	52630186
P000202	1	53216595
P000203	1	53529702
P000204	1	53618535
P000205	1	53818981
P000206	1	53917443
P000207	1	53917952
P000208	1	53981882
P000209	1	54026244
P000210	1	54029893
P000211	1	54208835
P000212	1	54664434
P000213	1	54757190
P000214	1	55171524
P000215	1	55391268
P000216	1	55495744
P000217	1	55497302
P000218	1	55684293
P000219	1	55822285
P000220	1	56566352
P000221	1	56865202
P000222	1	56936187
P000223	1	57208709
P000224	1	57722753
P000225	1	58387807
P000226	1	58820399
P000227	1	59014830
P000228	1	59286656
P000229	1	59453334
P000230	1	60183019
P000231	1	60421762
P000232	1	60577064
P000233	1	60874472
P000234	1	61149867
P000235	1	61248310
P000236	1	61274534
P000237	1	61356057
P000238	1	61383717
P000239	1	61489206
P000240	1	61650635
P000241	1	61745783
P000242	1	61930597
P000243	1	61954826
P000244	1	62125719
P000245	1	62188969
P000246	1	62205737
P000247	1	62264280
P000248	1	62899406
P000249	1	63106767
P000250	1	63272551
P000251	1	63351601
P000252	1	63491780
P000253	1	63684460
P000254	1	63830874
P000255	1	63989744
P000256	1	64002856
P000257	1	64027991
P000258	1	64177299
P000259	1	64433543
P000260	1	64764545
P000261	1	65177332
P000262	1	65248007
P000263	1	65263697
P000264	1	65608101
P000265	1	66170394
P000266	1	66515081
P000267	1	66593489
P000268	1	66824860
P000269	1	66881310
P000270	1	66920451
P000271	1	67510598
P000272	1	67991110
P000273	1	68000293
P000274	1	68328985
P000275	1	68539358
P000276	1	68657020
P000277	1	69449173
P000278	1	70604967
P000279	1	70853940
P000280	1	70986488
P000281	1	71022529
P000282	1	71060210
P000283	1	71243479
P000284	1	71975017
P000285	1	72031566
P000286	1	72046396
P000287	1	72610711
P000288	1	73005305
P000289	1	73007962
P000290	1	73122262
P000291	1	73150493
P000292	1	73455580
P000293	1	74070609
P000294	1	74119854
P000295	1	75024015
P000296	1	75373251
P000297	1	75883606
P000298	1	76455001
P000299	1	76497711
P000300	1	76530309
P000301	1	76781576
P000302	1	76826996
P000303	1	77263686
P000304	1	77547831
P000305	1	77616389
P000306	1	77616679
P000307	1	78037557
P000308	1	78112587
P000309	1	78455648
P000310	1	78537489
P000311	1	79260847
P000312	1	79611316
P000313	1	81401550
P000314	1	81995750
P000315	1	82139871
P000316	1	83057803
P000317	1	83100438
P000318	1	83119332
P000319	1	83792559
P000320	1	83964804
P000321	1	83980082
P000322	1	83999604
P000323	1	84390011
P000324	1	84516349
P000325	1	84591002
P000326	1	84594399
P000327	1	84644718
P000328	1	84732457
P000329	1	84918166
P000330	1	85611991
P000331	1	85797698
P000332	1	85798038
P000333	1	86208734
P000334	1	86259766
P000335	1	86283071
P000336	1	86461811
P000337	1	86543447
P000338	1	86836353
P000339	1	87073001
P000340	1	87356690
P000341	1	87769970
P000342	1	87904460
P000343	1	87965176
P000344	1	88198343
P000345	1	88226329
P000346	1	88578494
P000347	1	88625878
P000348	1	88740865
P000349	1	88888373
P000350	1	89164597
P000351	1	89167882
P000352	1	89316412
P000353	1	89465514
P000354	1	89492528
P000355	1	89527660
P000356	1	89914985
P000357	1	90238372
P000358	1	90285190
P000359	1	90830351
P000360	1	91813362
P000361	1	92095669
P000362	1	92565241
P000363	1	92569195
P000364	1	93066417
P000365	1	93265369
P000366	1	93411668
P000367	1	93575483
P000368	1	93695053
P000369	1	93699111
P000370	1	93765650
P000371	1	93772285
P000372	1	93924979
P000373	1	94038131
P000374	1	94117423
P000375	1	94145216
P000376	1	94182535
P000377	1	94402263
P000378	1	94574931
P000379	1	94763207
P000380	1	94813457
P000381	1	95101325
P000382	1	95288808
P000383	1	95485179
P000384	1	95676518
P000385	1	95857876
P000386	1	96856737
P000387	1	96873350
P000388	1	97018734
P000389	1	97280313
P000390	1	97542797
P000391	1	97749248
P000392	1	99326344
P000393	1	99532176
P000394	1	100220425
P000395	1	100368269
P000396	1	100912573
P000397	1	101239376
P000398	1	101580334
P000399	1	101604401
P000400	1	101655292
P000401	1	101772759
P000402	1	101972838
P000403	1	102229779
P000404	1	102289362
P000405	1	102557721
P000406	1	103496165
P000407	1	103628651
P000408	1	104621467
P000409	1	105070656
P000410	1	105091696
P000411	1	105271741
P000412	1	105641571
P000413	1	106465385
P000414	1	106647053
P000415	1	107573519
P000416	1	107602612
P000417	1	107946650
P000418	1	108134160
P000419	1	108383628
P000420	1	108384398
P000421	1	108598336
P000422	1	108643426
P000423	1	108900105
P000424	1	109158513
P000425	1	109483767
P000426	1	109508888
P000427	1	109515028
P000428	1	109689314
P000429	1	109720385
P000430	1	109754718
P000431	1	109938325
P000432	1	110918901
P000433	1	111471143
P000434	1	111656586
P000435	1	111726897
P000436	1	112208653
P000437	1	112595913
P000438	1	112756453
P000439	1	113297497
P000440	1	113501475
P000441	1	113862503
P000442	1	114058280
P000443	1	114098108
P000444	1	114161116
P000445	1	114166561
P000446	1	114198979
P000447	1	115069906
P000448	1	115713738
P000449	1	115734289
P000450	1	115986104
P000451	1	116086727
P000452	1	116282796
P000453	1	116425565
P000454	1	116790203
P000455	1	116852335
P000456	1	117039183
P000457	1	117161264
P000458	1	117255068
P000459	1	117264161
P000460	1	117396686
P000461	1	117541054
P000462	1	117656088
P000463	1	117690758
P000464	1	117984148
P000465	1	118397624
P000466	1	118651054
P000467	1	118738933
P000468	1	118907505
P000469	1	119048181
P000470	1	119080503
P000471	1	119269869
P000472	1	119333813
P000473	1	119778411
P000474	1	119836835
P000475	1	119910467
P000476	1	119913684
P000477	1	119913824
P000478	1	119988111
P000479	1	120060094
P000480	1	120085845
P000481	1	120509855
P000482	1	149938984
P000483	1	150725728
P000484	1	151316593
P000485	1	151428605
P000486	1	151535916
P000487	1	152109134
P000488	1	152149258
P000489	1	152231378
P000490	1	152827652
P000491	1	152868288
P000492	1	153172639
P000493	1	153421409
P000494	1	153423248
P000495	1	153804336
P000496	1	153999135
P000497	1	154037973
P000498	1	154225344
P000499	1	154818353
P000500	1	154822209
P000501	1	155253449
P000502	1	155274960
P000503	1	155467277
P000504	1	155516192
P000505	1	156017402
P000506	1	156101509
P000507	1	156101549
P000508	1	156135241
P000509	1	156198433
P000510	1	156275281
P000511	1	156480831
P000512	1	156523087
P000513	1	156615194
P000514	1	156830218
P000515	1	157113495
P000516	1	157347130
P000517	1	157470674
P000518	1	157680114
P000519	1	158150056
P000520	1	158185244
P000521	1	158253744
P000522	1	158511810
P000523	1	158567866
P000524	1	158604143
P000525	1	159002389
P000526	1	159244974
P000527	1	159287781
P000528	1	159343527
P000529	1	159646924
P000530	1	159881684
P000531	1	160273692
P000532	1	160548263
P000533	1	160803718
P000534	1	161344255
P000535	1	161372038
P000536	1	161382976
P000537	1	161703198
P000538	1	161709317
P000539	1	161894478
P000540	1	162230006
P000541	1	162416629
P000542	1	162420749
P000543	1	162451701
P000544	1	162695676
P000545	1	162832406
P000546	1	162852760
P000547	1	162864313
P000548	1	163123762
P000549	1	163299613
P000550	1	163373461
P000551	1	163379752
P000552	1	163429143
P000553	1	163472822
P000554	1	163510742
P000555	1	163579742
P000556	1	164293400
P000557	1	164293715
P000558	1	164469194
P000559	1	164962463
P000560	1	165391382
P000561	1	165449339
P000562	1	165654869
P000563	1	166035856
P000564	1	166096104
P000565	1	166139958
P000566	1	166839601
P000567	1	166911149
P000568	1	167049690
P000569	1	167989846
P000570	1	168495056
P000571	1	169020512
P000572	1	169049881
P000573	1	169133441
P000574	1	169686322
P000575	1	170126741
P000576	1	170212777
P000577	1	170403331
P000578	1	170699149
P000579	1	170960198
P000580	1	172087965
P000581	1	172129707
P000582	1	172774067
P000583	1	172800805
P000584	1	173098846
P000585	1	173354201
P000586	1	173750906
P000587	1	174277606
P000588	1	174642184
P000589	1	174833971
P000590	1	175022878
P000591	1	175263917
P000592	1	175855668
P000593	1	176428685
P000594	1	176788067
P000595	1	177145365
P000596	1	177843620
P000597	1	178526913
P000598	1	178731088
P000599	1	179339415
P000600	1	179534510
P000601	1	180122812
P000602	1	180361446
P000603	1	180426280
P000604	1	180562544
P000605	1	180740024
P000606	1	182070471
P000607	1	182313142
P000608	1	182855698
P000609	1	182988414
P000610	1	183099560
P000611	1	183255067
P000612	1	183501350
P000613	1	184906860
P000614	1	184929602
P000615	1	185341378
P000616	1	186281957
P000617	1	186883192
P000618	1	187167595
P000619	1	187300691
P000620	1	187341407
P000621	1	187712102
P000622	1	187852840
P000623	1	188037933
P000624	1	188057910
P000625	1	188075555
P000626	1	188383174
P000627	1	188503625
P000628	1	188535029
P000629	1	188655474
P000630	1	188984280
P000631	1	189002697
P000632	1	189580085
P000633	1	189836285
P000634	1	190756004
P000635	1	191002796
P000636	1	191532443
P000637	1	192370899
P000638	1	192424787
P000639	1	192916315
P000640	1	193121267
P000641	1	193163743
P000642	1	193213155
P000643	1	193225095
P000644	1	193756420
P000645	1	194026432
P000646	1	195642916
P000647	1	195934306
P000648	1	196105809
P000649	1	196116048
P000650	1	196279406
P000651	1	197035584
P000652	1	197605143
P000653	1	197889271
P000654	1	198925918
P000655	1	199022577
P000656	1	199366638
P000657	1	199432454
P000658	1	199546908
P000659	1	199565738
P000660	1	199642205
P000661	1	199642997
P000662	1	200335284
P000663	1	200473479
P000664	1	200524549
P000665	1	200550958
P000666	1	200555627
P000667	1	200567281
P000668	1	200751828
P000669	1	200969743
P000670	1	201024395
P000671	1	201415592
P000672	1	201475220
P000673	1	201562604
P000674	1	202018218
P000675	1	202161713
P000676	1	202387276
P000677	1	202512246
P000678	1	202677178
P000679	1	202839190
P000680	1	204110660
P000681	1	204307047
P000682	1	204427933
P000683	1	204501816
P000684	1	204575002
P000685	1	204605543
P000686	1	204654934
P000687	1	205145005
P000688	1	205493742
P000689	1	206294125
P000690	1	206844799
P000691	1	207086194
P000692	1	207162961
P000693	1	207389499
P000694	1	207587364
P000695	1	207653364
P000696	1	207871024
P000697	1	208036509
P000698	1	208481249
P000699	1	208666923
P000700	1	208826450
P000701	1	208874119
P000702	1	208994644
P000703	1	209123662
P000704	1	209211873
P000705	1	209720024
P000706	1	209727724
P000707	1	209787256
P000708	1	209816331
P000709	1	210095673
P000710	1	210387562
P000711	1	211016418
P000712	1	212094998
P000713	1	212141669
P000714	1	212227287
P000715	1	212730334
P000716	1	212894578
P000717	1	213060744
P000718	1	213281036
P000719	1	213705895
P000720	1	214189783
P000721	1	214577898
P000722	1	214746907
P000723	1	215091956
P000724	1	215757463
P000725	1	215820171
P000726	1	216082027
P000727	1	216439672
P000728	1	216535712
P000729	1	217418745
P000730	1	218318460
P000731	1	219351142
P000732	1	219659668
P000733	1	219701961
P000734	1	220089352
P000735	1	220333753
P000736	1	221032867
P000737	1	221773471
P000738	1	222296975
P000739	1	222751403
P000740	1	222787969
P000741	1	222887737
P000742	1	223029701
P000743	1	223311566
P000744	1	223335989
P000745	1	223416361
P000746	1	223468766
P000747	1	223523973
P000748	1	224327898
P000749	1	224617385
P000750	1	224656911
P000751	1	224696628
P000752	1	225063423
P000753	1	225167985
P000754	1	225555602
P000755	1	225555856
P000756	1	225631467
P000757	1	225732239
P000758	1	225768033
P000759	1	226397002
P000760	1	226886080
P000761	1	226891595
P000762	1	226892377
P000763	1	227005004
P000764	1	227007182
P000765	1	227082583
P000766	1	227318699
P000767	1	227525330
P000768	1	227744660
P000769	1	228143582
P000770	1	228202007
P000771	1	228807542
P000772	1	229030081
P000773	1	229121197
P000774	1	229124867
P000775	1	229895264
P000776	1	230075889
P000777	1	230200928
P000778	1	230241400
P000779	1	230451412
P000780	1	231143291
P000781	1	231991131
P000782	1	232244722
P000783	1	232321591
P000784	1	232329675
P000785	1	232657870
P000786	1	234280497
P000787	1	234420229
P000788	1	234526332
P000789	1	234852230
P000790	1	234915914
P000791	1	234930171
P000792	1	235125182
P000793	1	236344218
P000794	1	236911751
P000795	1	237401050
P000796	1	237463599
P000797	1	238211712
P000798	1	238579304
P000799	1	238669969
P000800	1	238715855
P000801	1	238765187
P000802	1	238855281
P000803	1	239057708
P000804	1	239264404
P000805	1	239342486
P000806	1	239484597
P000807	1	239830708
P000808	1	239922134
P000809	1	240042054
P000810	1	240152090
P000811	1	240207638
P000812	1	240231725
P000813	1	240820516
P000814	1	240825300
P000815	1	241058446
P000816	1	241964559
P000817	1	242270758
P000818	1	242357338
P000819	1	242401229
P000820	1	242419250
P000821	1	242662040
P000822	1	243042267
P000823	1	244050030
P000824	1	244532080
P000825	1	244922193
P000826	1	245650748
P000827	1	247203657
P000828	1	247208534
P000829	1	247517799
P000830	1	247785294
P000831	2	548277
P000832	2	2589460
P000833	2	2938591
P000834	2	3641961
P000835	2	3711226
P000836	2	3712048
P000837	2	3786525
P000838	2	3819767
P000839	2	4093752
P000840	2	4698129
P000841	2	6500686
P000842	2	6591448
P000843	2	7283591
P000844	2	8287950
P000845	2	8319409
P000846	2	8520508
P000847	2	8549440
P000848	2	9234687
P000849	2	9310529
P000850	2	9349055
P000851	2	9697209
P000852	2	10071801
P000853	2	10282104
P000854	2	10384019
P000855	2	10624654
P000856	2	10864597
P000857	2	10865116
P000858	2	11151452
P000859	2	11175178
P000860	2	11933386
P000861	2	12078496
P000862	2	12285268
P000863	2	12312962
P000864	2	13024712
P000865	2	13998527
P000866	2	14692015
P000867	2	15467927
P000868	2	15690395
P000869	2	15874770
P000870	2	15920112
P000871	2	16526252
P000872	2	17026774
P000873	2	17301570
P000874	2	17899063
P000875	2	17989466
P000876	2	18209097
P000877	2	18400797
P000878	2	18806514
P000879	2	19158833
P000880	2	19309546
P000881	2	19971625
P000882	2	20270099
P000883	2	20623016
P000884	2	20690249
P000885	2	20760365
P000886	2	20881976
P000887	2	22189240
P000888	2	22196303
P000889	2	23475786
P000890	2	23865014
P000891	2	23865176
P000892	2	23915513
P000893	2	24034178
P000894	2	24646213
P000895	2	24660442
P000896	2	24959261
P000897	2	24996715
P000898	2	25160743
P000899	2	25714916
P000900	2	25984888
P000901	2	26331375
P000902	2	26606005
P000903	2	26676395
P000904	2	26780994
P000905	2	27557478
P000906	2	27835923
P000907	2	28328631
P000908	2	28683174
P000909	2	28928187
P000910	2	29562741
P000911	2	29823652
P000912	2	29824247
P000913	2	30119222
P000914	2	30172861
P000915	2	30478628
P000916	2	30490442
P000917	2	30668821
P000918	2	30954621
P000919	2	32026885
P000920	2	32215079
P000921	2	32546873
P000922	2	34140179
P000923	2	34434855
P000924	2	36358568
P000925	2	37012429
P000926	2	39468676
P000927	2	39473548
P000928	2	39558906
P000929	2	40458140
P000930	2	40764167
P000931	2	40922298
P000932	2	41030408
P000933	2	41840956
P000934	2	41905552
P000935	2	41966314
P000936	2	41993726
P000937	2	42318083
P000938	2	42773755
P000939	2	42942067
P000940	2	42995862
P000941	2	43242307
P000942	2	43314175
P000943	2	43498425
P000944	2	43780106
P000945	2	44016885
P000946	2	44261892
P000947	2	44912156
P000948	2	45543839
P000949	2	46045959
P000950	2	46172236
P000951	2	46193865
P000952	2	46344969
P000953	2	46364592
P000954	2	46423447
P000955	2	46556633
P000956	2	46611394
P000957	2	46720551
P000958	2	46730425
P000959	2	47207295
P000960	2	47226183
P000961	2	47385844
P000962	2	47418882
P000963	2	48465627
P000964	2	48585963
P000965	2	49202585
P000966	2	49447719
P000967	2	49608957
P000968	2	49863171
P000969	2	50233606
P000970	2	50531694
P000971	2	50626192
P000972	2	50663187
P000973	2	50715006
P000974	2	50789310
P000975	2	51382927
P000976	2	51651967
P000977	2	51659710
P000978	2	51771417
P000979	2	51848207
P000980	2	52074757
P000981	2	52329425
P000982	2	53141738
P000983	2	53177890
P000984	2	53466884
P000985	2	53479918
P000986	2	53984957
P000987	2	54171822
P000988	2	54897588
P000989	2	55081082
P000990	2	55124412
P000991	2	56065682
P000992	2	56216904
P000993	2	56225176
P000994	2	56803291
P000995	2	57380563
P000996	2	57461044
P000997	2	57771807
P000998	2	57813797
P000999	2	57911867
P001000	2	58190681
P001001	2	58214883
P001002	2	58472110
P001003	2	59197814
P001004	2	59308456
P001005	2	59592156
P001006	2	59665119
P001007	2	59741108
P001008	2	59741424
P001009	2	59981123
P001010	2	59998044
P001011	2	60576262
P001012	2	60774484
P001013	2	61027891
P001014	2	61518573
P001015	2	62464483
P001016	2	62729674
P001017	2	63835872
P001018	2	64573601
P001019	2	64575738
P001020	2	65829712
P001021	2	66205850
P001022	2	66376562
P001023	2	67971847
P001024	2	68486582
P001025	2	68531619
P001026	2	70015181
P001027	2	70063527
P001028	2	70454512
P001029	2	70694883
P001030	2	71577144
P001031	2	72186361
P001032	2	73541833
P001033	2	73825150
P001034	2	73849184
P001035	2	74759337
P001036	2	75073466
P001037	2	75526489
P001038	2	75563204
P001039	2	75810268
P001040	2	75922237
P001041	2	76109411
P001042	2	76641791
P001043	2	77521321
P001044	2	77653388
P001045	2	78608304
P001046	2	78857030
P001047	2	78961689
P001048	2	79785810
P001049	2	80428800
P001050	2	80738156
P001051	2	81281204
P001052	2	81615539
P001053	2	82049704
P001054	2	82492283
P001055	2	82943700
P001056	2	83148496
P001057	2	84327061
P001058	2	84527208
P001059	2	84537078
P001060	2	84621150
P001061	2	85332445
P001062	2	86165443
P001063	2	86169989
P001064	2	86843922
P001065	2	88397699
P001066	2	88401749
P001067	2	88774779
P001068	2	89124238
P001069	2	95369411
P001070	2	95550958
P001071	2	95738051
P001072	2	95958375
P001073	2	97282267
P001074	2	97594142
P001075	2	99410419
P001076	2	99478502
P001077	2	99611016
P001078	2	100193557
P001079	2	100221694
P001080	2	100601598
P001081	2	100839430
P001082	2	101091142
P001083	2	101344604
P001084	2	101541270
P001085	2	101634188
P001086	2	102042298
P001087	2	103428694
P001088	2	103729418
P001089	2	103839875
P001090	2	103865288
P001091	2	103884567
P001092	2	104196439
P001093	2	105442170
P001094	2	105559440
P001095	2	106179399
P001096	2	106195910
P001097	2	106539688
P001098	2	106612452
P001099	2	106766113
P001100	2	107040337
P001101	2	107096521
P001102	2	107417662
P001103	2	107434324
P001104	2	107442374
P001105	2	107692248
P001106	2	107777511
P001107	2	107928846
P001108	2	108104307
P001109	2	108163035
P001110	2	108313686
P001111	2	108426440
P001112	2	108574826
P001113	2	108681068
P001114	2	108786780
P001115	2	108901374
P001116	2	108968391
P001117	2	109500929
P001118	2	111760768
P001119	2	111955485
P001120	2	112398579
P001121	2	112864410
P001122	2	113008938
P001123	2	113271612
P001124	2	113289701
P001125	2	113825966
P001126	2	114122827
P001127	2	114139862
P001128	2	114421357
P001129	2	115049676
P001130	2	115334928
P001131	2	116804084
P001132	2	117401081
P001133	2	117443759
P001134	2	117462293
P001135	2	118716190
P001136	2	118741298
P001137	2	118772515
P001138	2	118776345
P001139	2	119676029
P001140	2	119677162
P001141	2	119840651
P001142	2	120598746
P001143	2	121306592
P001144	2	121392265
P001145	2	121802396
P001146	2	122046743
P001147	2	122141144
P001148	2	123066665
P001149	2	123603974
P001150	2	123640811
P001151	2	123886559
P001152	2	123890609
P001153	2	127492191
P001154	2	127933924
P001155	2	128624537
P001156	2	128800798
P001157	2	129518223
P001158	2	129762245
P001159	2	129940647
P001160	2	130431535
P001161	2	130509494
P001162	2	130525406
P001163	2	133401746
P001164	2	133404586
P001165	2	133478977
P001166	2	133652089
P001167	2	134511555
P001168	2	134544930
P001169	2	134553814
P001170	2	134561352
P001171	2	134601820
P001172	2	134957182
P001173	2	137111385
P001174	2	137397441
P001175	2	137477004
P001176	2	137707008
P001177	2	139221950
P001178	2	139228359
P001179	2	139436436
P001180	2	139801799
P001181	2	139951151
P001182	2	141273786
P001183	2	141387793
P001184	2	141754154
P001185	2	141827362
P001186	2	142043670
P001187	2	142077308
P001188	2	142083819
P001189	2	142109239
P001190	2	142204803
P001191	2	142204811
P001192	2	142226298
P001193	2	142738865
P001194	2	142816387
P001195	2	143500769
P001196	2	143737724
P001197	2	144128555
P001198	2	144453848
P001199	2	144739769
P001200	2	145042536
P001201	2	146471004
P001202	2	147017390
P001203	2	147344514
P001204	2	148296641
P001205	2	148572708
P001206	2	148775578
P001207	2	151227237
P001208	2	152677906
P001209	2	153448642
P001210	2	155331615
P001211	2	155406625
P001212	2	155413329
P001213	2	155946574
P001214	2	156038492
P001215	2	156059573
P001216	2	156872170
P001217	2	157252095
P001218	2	157722531
P001219	2	157970843
P001220	2	158005798
P001221	2	158693082
P001222	2	158726256
P001223	2	158820136
P001224	2	159180134
P001225	2	159377524
P001226	2	159448804
P001227	2	159456235
P001228	2	159474215
P001229	2	159620745
P001230	2	159642876
P001231	2	159670945
P001232	2	159787453
P001233	2	160023979
P001234	2	161058360
P001235	2	161368905
P001236	2	161802470
P001237	2	162013526
P001238	2	162116304
P001239	2	163357286
P001240	2	163650143
P001241	2	163943612
P001242	2	164440932
P001243	2	164444305
P001244	2	164618825
P001245	2	164716037
P001246	2	165103331
P001247	2	165123465
P001248	2	165551404
P001249	2	165816905
P001250	2	166019848
P001251	2	166024128
P001252	2	166980728
P001253	2	167122802
P001254	2	167471876
P001255	2	167680484
P001256	2	167691829
P001257	2	167739163
P001258	2	167748513
P001259	2	167749266
P001260	2	168112627
P001261	2	168507596
P001262	2	168539925
P001263	2	168981269
P001264	2	169763148
P001265	2	170146412
P001266	2	170631928
P001267	2	170705660
P001268	2	171308909
P001269	2	172324857
P001270	2	173639056
P001271	2	174295499
P001272	2	174343700
P001273	2	174371810
P001274	2	174562151
P001275	2	174739073
P001276	2	174787933
P001277	2	175042118
P001278	2	175558804
P001279	2	175872257
P001280	2	176714596
P001281	2	176883074
P001282	2	177902066
P001283	2	178061160
P001284	2	178226891
P001285	2	178658242
P001286	2	179613228
P001287	2	179731839
P001288	2	180217502
P001289	2	180518155
P001290	2	180559024
P001291	2	181468010
P001292	2	181511500
P001293	2	181598169
P001294	2	181815831
P001295	2	182009096
P001296	2	183380753
P001297	2	183549177
P001298	2	183630592
P001299	2	184014447
P001300	2	184137091
P001301	2	184399531
P001302	2	184490198
P001303	2	185507229
P001304	2	185811207
P001305	2	185811778
P001306	2	185852176
P001307	2	185981977
P001308	2	187118924
P001309	2	187479341
P001310	2	188404283
P001311	2	188420238
P001312	2	188644006
P001313	2	188929505
P001314	2	189714147
P001315	2	190174501
P001316	2	190192766
P001317	2	190265758
P001318	2	190464596
P001319	2	190500817
P001320	2	190503961
P001321	2	190654761
P001322	2	190789812
P001323	2	190946600
P001324	2	191466532
P001325	2	191514732
P001326	2	191705218
P001327	2	191873553
P001328	2	191998743
P001329	2	192018103
P001330	2	192059580
P001331	2	192386863
P001332	2	192413455
P001333	2	193280326
P001334	2	193284204
P001335	2	193528836
P001336	2	194059818
P001337	2	194096574
P001338	2	194369795
P001339	2	194887369
P001340	2	197123050
P001341	2	197125148
P001342	2	197287958
P001343	2	197469555
P001344	2	198144002
P001345	2	198471171
P001346	2	198568597
P001347	2	198662258
P001348	2	198762542
P001349	2	198962974
P001350	2	199084987
P001351	2	199299078
P001352	2	199888655
P001353	2	200320018
P001354	2	200985196
P001355	2	201716328
P001356	2	202859911
P001357	2	204050625
P001358	2	204273358
P001359	2	204865954
P001360	2	205125606
P001361	2	205133037
P001362	2	205706201
P001363	2	205865492
P001364	2	206118484
P001365	2	206154000
P001366	2	206240434
P001367	2	206273962
P001368	2	206613381
P001369	2	206679103
P001370	2	206840168
P001371	2	207453168
P001372	2	207551446
P001373	2	208331023
P001374	2	208334096
P001375	2	208430690
P001376	2	208515036
P001377	2	209894572
P001378	2	210033550
P001379	2	210068373
P001380	2	210250718
P001381	2	212036675
P001382	2	212412581
P001383	2	212982109
P001384	2	213537460
P001385	2	213998007
P001386	2	214192255
P001387	2	214204933
P001388	2	214267030
P001389	2	214521642
P001390	2	214897080
P001391	2	215381830
P001392	2	215648722
P001393	2	216103283
P001394	2	216655490
P001395	2	216806547
P001396	2	216891619
P001397	2	217060392
P001398	2	217947272
